student_id,school_math,sex_math,age_math,address_type_math,family_size_math,parent_status_math,mother_education_math,father_education_math,mother_job_math,father_job_math,school_choice_reason_math,guardian_math,travel_time_math,study_time_math,class_failures_math,school_support_math,family_support_math,extra_paid_classes_math,activities_math,nursery_school_math,higher_ed_math,internet_access_math,romantic_relationship_math,family_relationship_math,free_time_math,social_math,weekday_alcohol_math,weekend_alcohol_math,health_math,absences_math,grade_1_math,grade_2_math,final_grade_math,school_por,sex_por,age_por,address_type_por,family_size_por,parent_status_por,mother_education_por,father_education_por,mother_job_por,father_job_por,school_choice_reason_por,guardian_por,travel_time_por,study_time_por,class_failures_por,school_support_por,family_support_por,extra_paid_classes_por,activities_por,nursery_school_por,higher_ed_por,internet_access_por,romantic_relationship_por,family_relationship_por,free_time_por,social_por,weekday_alcohol_por,weekend_alcohol_por,health_por,absences_por,grade_1_por,grade_2_por,final_grade_por
321,GP,F,17,Urban,Greater than 3,Apart,higher education,secondary education,services,services,course,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,GP,F,18,Urban,Greater than 3,Living together,higher education,higher education,health,health,reputation,father,<15 min.,2 to 5 hours,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13
322,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,reputation,father,30 min. to 1 hour,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15
323,GP,F,17,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,course,mother,<15 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,GP,F,19,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,services,services,reputation,father,<15 min.,2 to 5 hours,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10
324,GP,F,17,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,services,course,father,<15 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,services,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10
325,GP,F,17,Urban,Less than or equal to 3,Living together,none,5th to 9th grade,at_home,at_home,home,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15,GP,M,18,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,home,other,15 to 30 min.,<2 hours,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11
326,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,other,other,course,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,GP,M,17,Urban,Less than or equal to 3,Apart,higher education,primary education (4th grade),services,other,home,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10
327,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,reputation,mother,<15 min.,<2 hours,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,GP,M,17,Urban,Less than or equal to 3,Apart,secondary education,5th to 9th grade,teacher,services,home,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13
328,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,course,mother,>1 hour,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10,GP,F,18,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18
329,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,mother,<15 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13
330,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14
331,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14
332,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,higher education,at_home,other,course,father,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,GP,M,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12
333,GP,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,home,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,at_home,other,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18
334,GP,F,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,other,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),services,teacher,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14
335,GP,F,18,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,15 to 30 min.,>10 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,reputation,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15
336,GP,F,17,Urban,Greater than 3,Living together,secondary education,higher education,services,other,course,mother,<15 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15,GP,M,18,Urban,Less than or equal to 3,Apart,higher education,higher education,teacher,teacher,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17
337,GP,F,19,Rural,Greater than 3,Apart,secondary education,primary education (4th grade),services,at_home,home,other,<15 min.,5 to 10 hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13,GP,M,18,Urban,Greater than 3,Living together,higher education,5th to 9th grade,teacher,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16
338,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,health,services,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18
339,GP,F,18,Urban,Less than or equal to 3,Living together,secondary education,secondary education,services,services,home,mother,<15 min.,>10 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,GP,F,17,Rural,Less than or equal to 3,Living together,secondary education,primary education (4th grade),services,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19
340,GP,F,17,Rural,Greater than 3,Apart,secondary education,5th to 9th grade,other,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10,GP,M,18,Rural,Less than or equal to 3,Living together,secondary education,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15
341,GP,F,19,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,home,other,<15 min.,5 to 10 hours,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,health,other,home,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15
342,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,home,father,<15 min.,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,GP,F,19,Urban,Greater than 3,Living together,higher education,higher education,health,other,reputation,other,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13
343,GP,M,18,Urban,Less than or equal to 3,Living together,secondary education,higher education,services,other,home,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,GP,F,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,other,other,home,other,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14
344,GP,F,17,Urban,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,at_home,at_home,home,father,<15 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,other,other,reputation,father,<15 min.,>10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17
345,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,other,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,teacher,home,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17
346,GP,F,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,services,other,mother,<15 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14,GP,F,18,Urban,Less than or equal to 3,Apart,higher education,higher education,health,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15
347,GP,M,18,Rural,Greater than 3,Living together,higher education,secondary education,teacher,services,course,mother,<15 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,other,teacher,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13
348,GP,M,18,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,course,mother,<15 min.,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9,GP,F,17,Rural,Greater than 3,Living together,higher education,higher education,services,services,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8
349,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,health,other,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,GP,F,17,Urban,Greater than 3,Living together,higher education,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16
350,MS,M,18,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,mother,15 to 30 min.,<2 hours,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,health,health,reputation,father,<15 min.,>10 hours,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18
351,MS,M,19,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,home,other,30 min. to 1 hour,2 to 5 hours,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8,GP,M,19,Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,15 to 30 min.,5 to 10 hours,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11
352,MS,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,health,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13,GP,M,20,Urban,Greater than 3,Apart,secondary education,5th to 9th grade,services,other,course,other,<15 min.,<2 hours,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15
353,MS,M,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),secondary education,at_home,services,course,mother,<15 min.,<2 hours,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8,GP,M,19,Rural,Greater than 3,Living together,secondary education,secondary education,other,services,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11
354,MS,M,19,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,other,30 min. to 1 hour,<2 hours,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),higher education,other,teacher,home,mother,<15 min.,2 to 5 hours,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11
355,MS,M,17,Rural,Greater than 3,Living together,higher education,secondary education,services,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15
356,MS,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,course,father,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,father,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14
357,MS,F,17,Rural,Greater than 3,Living together,higher education,higher education,teacher,services,other,father,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,GP,F,17,Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17
358,MS,F,17,Urban,Less than or equal to 3,Apart,secondary education,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,other,other,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17
359,MS,M,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,services,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,GP,F,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,health,services,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15
360,MS,F,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,course,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,GP,F,17,Rural,Greater than 3,Living together,secondary education,higher education,at_home,services,course,father,<15 min.,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17
361,MS,F,18,Rural,Less than or equal to 3,Apart,primary education (4th grade),higher education,at_home,other,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13,GP,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,course,father,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14
362,MS,M,18,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,15 to 30 min.,2 to 5 hours,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12,GP,M,19,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10
363,MS,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,other,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,GP,F,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13
364,MS,F,17,Urban,Less than or equal to 3,Living together,higher education,higher education,at_home,at_home,course,mother,<15 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,GP,F,18,Urban,Greater than 3,Living together,secondary education,higher education,other,other,course,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14
365,MS,F,17,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,course,father,15 to 30 min.,2 to 5 hours,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,health,health,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17
366,MS,M,18,Rural,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,GP,F,17,Urban,Greater than 3,Apart,higher education,secondary education,services,services,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17
367,MS,M,18,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,services,other,mother,15 to 30 min.,5 to 10 hours,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13,GP,F,17,Urban,Less than or equal to 3,Apart,secondary education,secondary education,services,other,home,mother,<15 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13
368,MS,F,17,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,reputation,mother,30 min. to 1 hour,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14
369,MS,F,18,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,services,course,father,15 to 30 min.,<2 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,higher education,other,other,reputation,father,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11
370,MS,F,18,Rural,Greater than 3,Living together,higher education,higher education,other,teacher,other,father,30 min. to 1 hour,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11,GP,F,19,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,other,30 min. to 1 hour,5 to 10 hours,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11
371,MS,F,19,Urban,Less than or equal to 3,Living together,secondary education,5th to 9th grade,services,services,home,other,15 to 30 min.,2 to 5 hours,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9,GP,F,19,Urban,Less than or equal to 3,Apart,primary education (4th grade),primary education (4th grade),other,other,course,other,30 min. to 1 hour,2 to 5 hours,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9
372,MS,M,18,Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,at_home,services,other,father,30 min. to 1 hour,<2 hours,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10
373,MS,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,at_home,home,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13
374,MS,F,17,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,GP,F,17,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10
375,MS,F,18,Rural,Less than or equal to 3,Living together,higher education,higher education,other,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19,GP,F,17,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,services,course,father,<15 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17
376,MS,F,18,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,>1 hour,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10,GP,F,17,Urban,Less than or equal to 3,Living together,none,5th to 9th grade,at_home,at_home,home,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15
377,MS,F,20,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,other,course,other,15 to 30 min.,5 to 10 hours,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14
378,MS,F,18,Rural,Less than or equal to 3,Living together,higher education,higher education,teacher,services,course,mother,<15 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,other,other,course,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13
379,MS,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,home,mother,<15 min.,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,reputation,mother,<15 min.,<2 hours,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17
380,MS,F,17,Rural,Greater than 3,Living together,secondary education,primary education (4th grade),at_home,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,course,mother,>1 hour,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10
381,MS,M,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,home,father,<15 min.,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13
382,MS,M,18,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,other,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15
383,MS,M,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,home,father,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,GP,F,17,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,course,mother,<15 min.,<2 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11
384,MS,M,19,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,other,mother,15 to 30 min.,<2 hours,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12
